Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1,Alex Abrines,SG,23,OKC,68,1055,10.1,.560,.724,.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,.095,-0.3,-2.2,-2.5,-0.1
2,Quincy Acy,PF,26,TOT,38,558,11.8,.565,.529,.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,0.5,0.5,0.9,.082,-1.8,-1.2,-3.0,-0.1
3,Steven Adams,C,23,OKC,80,2389,16.5,.589,.002,.392,13.0,15.5,14.2,5.4,1.8,2.6,16.0,16.2,3.3,3.1,6.4,.130,-0.7,1.2,0.5,1.5
4,Arron Afflalo,SG,31,SAC,61,1580,9.0,.559,.360,.221,0.7,8.4,4.6,7.4,0.7,0.4,8.4,14.4,1.2,0.2,1.4,.043,-1.4,-2.0,-3.5,-0.6
5,Alexis Ajinca,C,28,NOP,39,584,12.9,.529,.022,.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,0.0,0.9,1.0,.080,-5.1,1.0,-4.1,-0.3
6,Cole Aldrich,C,28,MIN,62,531,12.7,.549,.000,.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,.116,-2.0,2.6,0.6,0.4
7,LaMarcus Aldridge,PF,31,SAS,72,2335,18.6,.532,.053,.258,8.6,16.6,12.7,9.9,1.0,3.1,7.7,24.5,3.5,3.7,7.3,.149,-0.3,1.4,1.1,1.8
8,Lavoy Allen,PF,27,IND,61,871,11.6,.485,.006,.196,13.7,14.6,14.2,9.1,1.0,2.4,13.7,10.9,0.9,0.8,1.7,.093,-1.5,1.3,-0.3,0.4
9,Tony Allen,SG,35,MEM,71,1914,13.3,.493,.091,.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,0.2,2.9,3.1,.077,-1.8,2.4,0.7,1.3
10,Al-Farouq Aminu,SF,26,POR,61,1773,11.3,.506,.455,.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,-0.1,2.0,1.9,.051,-2.3,1.2,-1.1,0.4
11,Chris Andersen,C,38,CLE,12,114,11.6,.497,.136,.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,0.1,0.2,0.2,.102,-3.8,3.0,-0.9,0.0
12,Alan Anderson,SF,34,LAC,30,308,5.0,.494,.550,.200,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,.020,-2.6,-2.3,-4.9,-0.2
13,Justin Anderson,SF,23,TOT,75,1228,13.9,.537,.442,.294,6.2,16.9,11.3,8.8,1.7,1.6,11.7,20.9,0.6,1.3,1.9,.074,-1.2,-0.3,-1.6,0.1
14,Kyle Anderson,SG,23,SAS,72,1020,12.5,.525,.191,.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,0.7,2.0,2.7,.127,-2.1,3.7,1.6,0.9
15,Ryan Anderson,PF,28,HOU,72,2116,13.5,.583,.655,.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,4.0,1.1,5.2,.118,1.8,-2.6,-0.8,0.6
16,Giannis Antetokounmpo,SF,22,MIL,80,2845,26.1,.599,.143,.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,.210,4.1,3.5,7.6,6.9
17,Carmelo Anthony,SF,32,NYK,74,2538,17.9,.535,.303,.263,2.6,15.9,9.3,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,.089,1.5,-2.2,-0.7,0.8
18,Joel Anthony,C,34,SAS,19,122,11.6,.640,.000,.500,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,0.1,0.2,0.4,.141,-3.1,2.5,-0.6,0.0
19,Trevor Ariza,SF,31,HOU,80,2773,12.3,.548,.695,.158,2.1,15.9,9.0,8.8,2.5,0.6,8.0,14.1,2.8,3.2,6.0,.104,0.7,1.0,1.7,2.6
20,Darrell Arthur,PF,28,DEN,41,639,12.8,.583,.544,.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,.081,0.3,-0.6,-0.3,0.3
21,Omer Asik,C,30,NOP,31,482,9.8,.517,.000,.600,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1.0,.100,-4.3,1.2,-3.1,-0.1
22,D.J. Augustin,PG,29,ORL,78,1538,11.0,.524,.530,.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,.038,-0.9,-3.3,-4.2,-0.9
23,Luke Babbitt,SF,27,MIA,68,1065,8.4,.563,.747,.053,1.3,13.5,7.4,4.8,1.0,0.8,8.0,13.0,0.8,1.0,1.8,.082,-1.0,-0.8,-1.8,0.1
24,Ron Baker,SG,23,NYK,52,857,7.5,.456,.396,.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5
25,Wade Baldwin,PG,20,MEM,33,405,6.4,.404,.191,.322,3.0,10.2,6.5,22.8,2.3,1.7,23.4,19.2,-0.9,0.5,-0.4,-0.045,-6.3,0.6,-5.8,-0.4
26,Leandro Barbosa,SG,34,PHO,67,963,11.5,.509,.250,.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,0.3,0.4,0.6,.031,-2.0,-2.1,-4.1,-0.5
27,J.J. Barea,PG,32,DAL,35,771,17.2,.521,.431,.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,.080,2.0,-2.6,-0.6,0.3
28,Harrison Barnes,PF,24,DAL,79,2803,16.3,.541,.173,.220,3.7,13.2,8.2,7.8,1.2,0.5,6.8,25.3,2.5,2.1,4.6,.079,-0.7,-1.2,-1.9,0.1
29,Matt Barnes,SF,36,TOT,74,1777,10.3,.514,.556,.188,4.6,19.9,12.4,15.6,1.3,1.3,17.3,15.6,0.3,1.7,2.0,.053,-1.2,0.6,-0.6,0.6
30,Will Barton,SG,26,DEN,60,1705,15.5,.547,.353,.285,3.8,12.8,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,.093,1.3,-1.0,0.3,1.0
31,Brandon Bass,PF,31,LAC,52,577,19.7,.650,.016,.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,.186,0.1,-0.8,-0.7,0.2
32,Nicolas Batum,SG,28,CHO,77,2617,15.8,.529,.415,.291,1.9,18.4,10.1,27.6,1.6,1.0,15.0,22.3,1.7,2.8,4.5,.083,0.6,0.6,1.2,2.1
33,Jerryd Bayless,PG,28,PHI,3,71,8.7,.453,.156,.313,4.6,14.0,9.3,29.4,0.0,0.0,19.8,27.7,-0.1,0.0,-0.1,-0.067,-5.2,-2.9,-8.2,-0.1
34,Aron Baynes,C,30,DET,75,1163,13.1,.570,.000,.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3.0,.123,-2.9,1.1,-1.8,0.1
35,Kent Bazemore,SF,27,ATL,73,1963,11.5,.504,.369,.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,.053,-2.0,1.2,-0.8,0.6
36,Bradley Beal,SG,23,WAS,77,2684,20.1,.604,.418,.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,6.8,1.6,8.5,.151,4.5,-2.4,2.2,2.8
37,Malik Beasley,SG,20,DEN,22,165,13.7,.536,.384,.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,0.1,0.1,0.2,.057,-0.5,-3.5,-3.9,-0.1
38,Michael Beasley,PF,28,MIL,56,935,17.8,.584,.106,.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,0.8,1.0,1.8,.093,-1.7,-1.1,-2.9,-0.2
39,Marco Belinelli,SG,30,CHO,74,1778,13.3,.566,.460,.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2.0,1.2,3.2,.088,0.1,-2.0,-1.9,0.1
40,DeAndre' Bembry,SF,22,ATL,38,371,8.8,.481,.184,.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,.038,-4.4,0.1,-4.3,-0.2
41,Dragan Bender,PF,19,PHO,43,574,5.3,.440,.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.0,-0.3,-4.3,-0.3
42,Anthony Bennett,PF,23,BRK,23,264,14.7,.533,.522,.391,10.1,21.0,15.6,7.1,0.9,0.9,10.0,19.4,0.3,0.2,0.5,.090,-0.8,-2.2,-3.0,-0.1
43,Ben Bentil,PF,21,DAL,3,10,-17.6,.000,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,-0.1,0.0,-0.1,-0.473,-22.4,-4.5,-26.9,-0.1
44,Davis Bertans,PF,24,SAS,67,808,12.9,.609,.739,.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,.135,1.2,0.5,1.7,0.8
45,Patrick Beverley,SG,28,HOU,67,2058,13.0,.546,.530,.175,5.0,15.9,10.4,18.8,2.3,1.0,14.6,14.1,2.9,2.4,5.3,.124,0.8,1.5,2.3,2.2
46,Bismack Biyombo,C,24,ORL,81,1793,12.2,.546,.000,.690,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,0.8,2.1,2.9,.077,-4.2,2.0,-2.2,-0.1
47,Nemanja Bjelica,PF,28,MIN,65,1190,11.0,.526,.497,.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,0.6,0.9,1.5,.059,-0.7,-0.4,-1.1,0.3
48,Tarik Black,C,25,LAL,67,1091,15.0,.560,.007,.371,13.8,20.7,17.1,5.3,1.3,3.3,14.5,15.7,1.5,0.9,2.4,.105,-1.8,0.2,-1.6,0.1
49,Eric Bledsoe,PG,27,PHO,66,2176,20.6,.563,.300,.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,4.0,1.4,5.4,.119,3.7,-0.4,3.3,2.9
50,Bojan Bogdanovic,SF,27,TOT,81,2083,13.5,.585,.464,.288,1.9,12.3,7.2,8.7,0.8,0.3,12.0,22.4,2.0,0.9,2.9,.067,-0.1,-2.8,-2.8,-0.4
51,Andrew Bogut,C,32,TOT,27,583,9.3,.460,.012,.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1.0,0.7,.055,-5.6,5.3,-0.3,0.3
52,Joel Bolomboy,PF,23,UTA,12,53,19.7,.590,.250,.375,9.0,27.6,18.5,6.3,1.0,3.1,9.7,18.2,0.1,0.1,0.2,.171,-1.3,0.5,-0.8,0.0
53,Devin Booker,SG,20,PHO,78,2730,14.6,.531,.283,.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.4,0.6,2.0,.035,0.4,-2.7,-2.3,-0.2
54,Trevor Booker,PF,29,BRK,71,1754,15.7,.554,.132,.186,8.7,25.5,17.2,12.9,2.1,1.2,16.6,18.7,0.9,2.2,3.1,.086,-1.6,1.8,0.2,1.0
55,Avery Bradley,SG,26,BOS,55,1835,14.4,.548,.357,.120,4.0,16.2,10.1,10.9,1.8,0.5,9.7,21.9,1.1,2.0,3.1,.080,-0.2,-0.4,-0.5,0.7
56,Corey Brewer,SF,30,TOT,82,1281,9.1,.491,.339,.195,2.7,11.5,7.1,10.7,2.3,1.2,12.7,14.3,0.0,1.2,1.2,.045,-2.9,0.2,-2.7,-0.2
57,Malcolm Brogdon,SG,24,MIL,75,1982,14.9,.555,.304,.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,.100,0.6,-1.1,-0.5,0.8
58,Aaron Brooks,PG,32,IND,65,894,9.5,.507,.427,.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,.016,-2.1,-2.6,-4.6,-0.6
59,Anthony Brown,SF,24,TOT,11,159,7.2,.430,.540,.000,5.3,16.9,11.0,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0.0,.002,-3.8,-0.2,-4.0,-0.1
60,Bobby Brown,PG,32,HOU,25,123,10.8,.509,.583,.033,0.0,5.3,2.7,17.6,0.4,0.0,7.6,22.7,0.1,0.0,0.1,.040,-1.5,-6.1,-7.6,-0.2
61,Jaylen Brown,SF,20,BOS,78,1341,10.3,.539,.319,.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,.053,-3.1,-0.9,-4.0,-0.7
62,Nicolas Brussino,SF,23,DAL,54,521,10.7,.498,.674,.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,0.0,0.6,0.6,.055,-1.7,0.7,-1.0,0.1
63,Reggie Bullock,SF,25,DET,31,467,11.7,.538,.570,.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1.0,.101,-0.4,0.5,0.1,0.2
64,Trey Burke,PG,24,WAS,57,703,10.8,.532,.275,.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,.036,-2.3,-3.4,-5.7,-0.7
65,Alec Burks,SG,25,UTA,42,653,11.6,.501,.306,.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,-0.1,0.9,0.8,.056,-3.3,-0.9,-4.2,-0.4
66,Jimmy Butler,SF,27,CHI,76,2809,25.1,.586,.198,.540,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,.236,5.8,1.1,6.9,6.3
67,Bruno Caboclo,SF,21,TOR,9,40,14.6,.438,.375,.000,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0.0,0.1,0.1,.083,0.1,0.7,0.8,0.0
68,Jose Calderon,PG,35,TOT,41,539,8.9,.506,.478,.090,3.0,12.2,7.5,23.3,1.0,0.2,22.7,14.4,0.0,0.3,0.3,.023,-2.9,-1.8,-4.7,-0.4
69,Kentavious Caldwell-Pope,SG,23,DET,76,2529,12.8,.519,.471,.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2.0,2.5,4.5,.086,0.9,0.0,0.9,1.9
70,Isaiah Canaan,SG,25,CHI,39,592,8.1,.483,.543,.191,1.1,7.9,4.5,9.0,1.9,0.1,9.6,15.3,0.0,0.5,0.5,.044,-2.2,-1.2,-3.4,-0.2
71,Clint Capela,C,22,HOU,65,1551,21.4,.638,.000,.314,12.5,24.5,18.5,6.9,1.1,4.2,12.0,19.9,3.9,2.1,6.0,.185,0.0,1.0,1.0,1.2
72,DeMarre Carroll,SF,30,TOR,72,1882,11.9,.531,.583,.213,3.8,12.7,8.3,5.7,2.2,1.2,8.3,15.5,1.7,2.1,3.8,.097,0.6,0.4,1.0,1.4
73,Vince Carter,SF,40,MEM,73,1799,11.7,.542,.604,.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4.0,.106,0.1,0.9,1.0,1.4
74,Michael Carter-Williams,PG,25,CHI,45,846,9.9,.437,.209,.252,3.0,16.4,9.7,20.0,2.3,2.2,16.3,20.9,-1.0,1.3,0.2,.013,-4.1,1.7,-2.4,-0.1
75,Omri Casspi,SF,28,TOT,36,643,9.9,.523,.261,.176,4.9,15.2,10.1,8.6,1.8,0.4,14.0,14.5,0.1,0.4,0.5,.037,-2.5,-0.6,-3.0,-0.2
76,Willie Cauley-Stein,C,23,SAC,75,1421,16.4,.558,.004,.314,7.0,20.5,13.8,9.4,1.9,2.9,11.2,19.6,1.4,1.5,3.0,.100,-2.0,0.9,-1.1,0.3
77,Tyson Chandler,C,34,PHO,47,1298,16.6,.703,.000,.544,12.6,33.1,22.6,3.3,1.2,1.5,19.2,11.3,2.7,1.3,4.0,.149,-0.7,0.3,-0.4,0.5
78,Wilson Chandler,SF,29,DEN,71,2197,14.9,.545,.347,.207,5.2,17.7,11.5,9.8,1.2,1.1,10.0,22.0,2.4,1.1,3.6,.078,0.5,-1.3,-0.8,0.7
79,Marquese Chriss,PF,19,PHO,82,1743,12.3,.529,.354,.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,.050,-1.6,0.0,-1.6,0.2
80,Rakeem Christmas,PF,25,IND,29,219,10.4,.529,.000,.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,.099,-3.0,-1.2,-4.3,-0.1
81,Semaj Christon,PG,24,OKC,64,973,5.7,.387,.283,.139,2.2,7.9,5.0,18.1,1.4,0.5,15.4,12.2,-0.7,0.8,0.1,.006,-5.0,-1.3,-6.3,-1.1
82,Ian Clark,SG,25,GSW,77,1137,13.1,.575,.376,.134,2.3,9.1,5.9,11.2,1.7,0.6,10.7,19.5,1.0,1.3,2.3,.099,-0.6,-1.4,-2.0,0.0
83,Jordan Clarkson,SG,24,LAL,82,2397,13.1,.526,.332,.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,.024,-0.5,-2.3,-2.7,-0.4
84,Norris Cole,PG,28,OKC,13,125,5.4,.381,.250,.192,0.0,9.8,4.9,16.3,3.1,0.0,11.0,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2
85,Darren Collison,PG,29,SAC,68,2063,15.3,.570,.245,.239,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,.091,0.8,-2.3,-1.5,0.3
86,Nick Collison,PF,36,OKC,20,128,12.8,.622,.043,.348,7.8,18.2,13.0,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.4,.144,-1.7,-0.1,-1.8,0.0
87,Mike Conley,PG,29,MEM,69,2292,23.2,.604,.415,.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10.0,.209,6.5,-0.7,5.8,4.5
88,Pat Connaughton,SG,24,POR,39,316,11.8,.645,.458,.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,0.4,0.2,0.6,.090,-0.9,-1.6,-2.5,0.0
89,Quinn Cook,PG,23,TOT,14,188,11.8,.579,.394,.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,0.1,0.1,0.2,.047,-1.7,-4.2,-5.9,-0.2
90,DeMarcus Cousins,C,26,TOT,72,2465,25.7,.562,.254,.468,7.1,29.2,18.2,25.8,2.0,3.3,13.5,36.5,3.8,3.8,7.6,.149,3.9,2.6,6.6,5.3
91,Robert Covington,SF,26,PHI,67,2119,13.2,.534,.563,.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0.0,3.2,3.1,.071,-0.7,2.0,1.4,1.8
92,Allen Crabbe,SG,24,POR,79,2254,11.6,.602,.467,.192,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.1,.088,0.3,-1.4,-1.1,0.5
93,Jamal Crawford,SG,36,LAC,82,2157,12.0,.526,.371,.234,0.9,5.7,3.3,15.1,1.4,0.5,12.3,22.7,0.5,1.4,1.9,.042,-1.0,-2.1,-3.0,-0.6
94,Jordan Crawford,SG,28,NOP,19,442,17.6,.582,.436,.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,.102,2.6,-3.0,-0.4,0.2
95,Jae Crowder,SF,26,BOS,72,2335,14.9,.613,.547,.301,2.3,17.3,9.9,10.1,1.5,0.8,8.8,17.0,4.2,2.5,6.7,.137,1.4,0.1,1.5,2.1
96,Dante Cunningham,SF,29,NOP,66,1649,10.2,.586,.504,.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,1.4,1.6,3.0,.088,-1.3,0.8,-0.5,0.6
97,Seth Curry,PG,26,DAL,70,2029,15.5,.601,.458,.142,1.4,9.2,5.1,15.9,2.0,0.3,11.0,19.5,2.9,1.7,4.6,.109,1.8,-0.4,1.4,1.7
98,Stephen Curry,PG,28,GSW,79,2638,24.6,.624,.547,.251,2.7,11.4,7.3,31.1,2.6,0.5,13.0,30.1,8.6,3.9,12.6,.229,7.7,-0.4,7.3,6.2
99,Troy Daniels,SG,25,MEM,67,1183,10.4,.531,.717,.109,2.0,7.9,4.8,6.6,0.9,0.3,8.0,21.7,0.5,0.8,1.3,.051,0.3,-3.4,-3.1,-0.3
100,Anthony Davis,C,23,NOP,75,2708,27.5,.579,.088,.424,6.7,27.9,17.3,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11.0,.196,1.4,2.3,3.7,3.9
101,Deyonta Davis,C,20,MEM,36,238,10.6,.528,.000,.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,0.1,0.4,0.5,.097,-5.4,1.8,-3.6,-0.1
102,Ed Davis,PF,27,POR,46,789,11.5,.563,.000,.570,13.4,20.7,17.1,4.8,0.9,2.2,17.2,12.0,1.0,0.7,1.7,.104,-2.2,0.2,-2.0,0.0
103,Dewayne Dedmon,C,27,SAS,76,1330,16.0,.645,.000,.359,11.2,30.5,21.1,4.8,1.4,3.7,16.9,12.3,2.2,3.0,5.2,.188,-1.5,3.2,1.7,1.2
104,Sam Dekker,SF,22,HOU,77,1419,13.0,.549,.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,.105,-0.4,-0.6,-1.1,0.3
105,Malcolm Delaney,PG,27,ATL,73,1248,7.5,.456,.284,.240,1.0,9.8,5.5,23.1,1.5,0.1,18.1,18.3,-1.1,1.3,0.1,.005,-4.6,-1.2,-5.8,-1.2
106,Matthew Dellavedova,PG,26,MIL,76,1986,9.4,.501,.403,.180,1.4,7.1,4.3,25.7,1.4,0.0,18.8,16.3,0.3,0.9,1.2,.029,-1.9,-2.8,-4.7,-1.4
107,Luol Deng,SF,31,LAL,56,1486,10.1,.470,.389,.149,4.5,17.7,10.8,7.0,1.6,1.1,8.7,14.2,0.1,0.8,0.9,.029,-2.3,-0.2,-2.5,-0.2
108,DeMar DeRozan,SG,27,TOR,74,2620,24.0,.552,.080,.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,6.7,2.4,9.0,.166,2.4,-1.5,0.9,1.9
109,Cheick Diallo,PF,20,NOP,17,199,16.8,.510,.000,.276,12.1,26.7,19.3,3.2,1.0,2.9,7.6,20.5,0.2,0.3,0.5,.111,-4.6,-1.0,-5.6,-0.2
110,Boris Diaw,PF,34,UTA,73,1283,9.0,.494,.248,.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,.041,-2.7,-0.2,-2.9,-0.3
111,Gorgui Dieng,PF,27,MIN,82,2653,14.2,.555,.065,.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,3.2,2.5,5.7,.103,-0.5,2.2,1.7,2.5
112,Spencer Dinwiddie,PG,23,BRK,59,1334,12.7,.581,.334,.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,1.9,0.9,2.8,.101,-0.7,-0.2,-0.9,0.4
113,Toney Douglas,PG,30,MEM,24,394,10.6,.451,.359,.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0.0,0.5,0.5,.060,-2.2,1.0,-1.2,0.1
114,Goran Dragic,PG,30,MIA,73,2459,19.7,.575,.257,.335,2.7,9.9,6.3,29.0,1.8,0.4,14.1,27.1,5.0,2.6,7.5,.147,3.4,-0.7,2.7,2.9
115,Andre Drummond,C,23,DET,81,2409,20.9,.518,.008,.390,15.1,36.3,25.3,5.9,2.6,3.1,12.5,22.4,1.4,5.3,6.7,.133,-2.1,2.9,0.8,1.7
116,Jared Dudley,PF,31,PHO,64,1362,10.6,.579,.587,.188,2.4,15.9,9.0,12.5,1.5,0.9,16.1,13.7,1.1,0.7,1.8,.065,-0.1,-0.1,-0.2,0.6
117,Mike Dunleavy,SF,36,TOT,53,841,10.1,.573,.609,.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14.0,0.8,0.7,1.5,.086,-1.0,-1.2,-2.2,0.0
118,Kris Dunn,PG,22,MIN,78,1333,8.1,.432,.233,.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,-1.2,1.3,0.1,.004,-3.7,1.5,-2.2,-0.1
119,Kevin Durant,SF,28,GSW,62,2070,27.6,.651,.304,.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8.0,4.0,12.0,.277,5.4,2.6,8.0,5.2
120,Jarell Eddie,SF,25,PHO,5,62,9.7,.523,.842,.474,1.7,10.8,6.1,0.0,0.8,0.0,4.2,16.2,0.1,0.0,0.1,.054,-1.5,-5.9,-7.3,-0.1
121,Henry Ellenson,PF,20,DET,19,146,7.5,.444,.547,.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.2,-0.071,-5.8,-2.4,-8.2,-0.2
